$ /Users/wangyc/Desktop/projects/PatentRadar/.venv/bin/python3 -m patentradar.cli full-claim-chart /Users/wangyc/Desktop/projects/PatentRadar/data/output/CN114512759B/task_package.json /Users/wangyc/Desktop/projects/PatentRadar/data/output/CN114512759B/step5_top5_claim1_candidates.json --output-dir /Users/wangyc/Desktop/projects/PatentRadar/data/output/CN114512759B
12:44:41 [patentradar.fetcher.web_fetcher] Image download failed url=https://www.xnyauto.com/uploadfile/2024/0808/20240808100231209.jpg error=[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)
12:44:41 [httpx] HTTP Request: GET https://news.bjx.com.cn/html/20251113/1469947.shtml "HTTP/1.1 200 OK"
12:44:42 [patentradar.fetcher.web_fetcher] Image download failed url=https://www.xnyauto.com/uploadfile/2024/1028/20241028104242661.jpg error=[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)
12:44:42 [httpx] HTTP Request: GET https://detail.1688.com/offer/680985393065.html "HTTP/1.1 200 OK"
12:44:42 [httpx] HTTP Request: GET https://libattery.ofweek.com/2024-09/ART-36008-8120-30645433.html "HTTP/1.1 200 OK"
12:44:43 [httpx] HTTP Request: GET https://m.juda.cn/news/251778.html "HTTP/1.1 200 OK"
12:44:43 [httpx] HTTP Request: GET https://www.sohu.com/a/499781849_236796 "HTTP/1.1 200 OK"
12:44:44 [httpx] HTTP Request: GET https://dianchibao.cn/product/3572 "HTTP/1.1 502 Bad Gateway"
12:44:44 [patentradar.fetcher.web_fetcher] Fetch evidence failed url=https://dianchibao.cn/product/3572 error=Server error '502 Bad Gateway' for url 'https://dianchibao.cn/product/3572'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/502
12:44:44 [httpx] HTTP Request: GET https://news.qq.com/rain/a/20250617A09LZ100 "HTTP/1.1 200 OK"
12:44:46 [httpx] HTTP Request: GET https://www.energytrend.cn/news/20251114-145905.html "HTTP/1.1 200 OK"
12:44:46 [httpx] HTTP Request: GET https://m.xchuxing.com/article/40101 "HTTP/1.1 200 OK"
12:44:46 [patentradar.fetcher.web_fetcher] Image download failed url=https://img.energytrend.cn/wp-content/uploads/2025/11/中创新航发布储能电芯及系统新品-625x417.jpg error=[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)
12:44:47 [patentradar.fetcher.web_fetcher] Image download failed url=https://img.energytrend.cn/wp-content/uploads/2025/11/中创新航发布储能电芯及系统新品2-625x417.jpg error=[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)
12:44:47 [httpx] HTTP Request: GET https://xueqiu.com/2866092708/361539858 "HTTP/1.1 200 OK"
12:44:47 [httpx] HTTP Request: GET http://s3.xchuxing.com/xchuxing/article/2021/11/08/202111081100156856.jpeg "HTTP/1.1 200 OK"
12:44:48 [httpx] HTTP Request: GET https://www.zt-tek.com/fxlkdx "HTTP/1.1 301 Moved Permanently"
12:44:48 [httpx] HTTP Request: GET https://www.zt-tek.com/fxlkdx/ "HTTP/1.1 200 OK"
12:44:49 [httpx] HTTP Request: GET http://s3.xchuxing.com/xchuxing/article/2021/11/08/202111081100154469.jpeg "HTTP/1.1 200 OK"
12:44:50 [httpx] HTTP Request: GET http://s3.xchuxing.com/xchuxing/article/2021/11/08/202111081100157641.jpeg "HTTP/1.1 200 OK"
12:44:52 [httpx] HTTP Request: GET https://www.jishulink.com/post/1842092 "HTTP/1.1 200 OK"
12:44:52 [httpx] HTTP Request: GET https://www.sohu.com/a/676989296_121644944 "HTTP/1.1 200 OK"
12:44:52 [patentradar.llm.codex] codex prompt size=72,771 chars model=gpt-5.5
12:44:53 [httpx] HTTP Request: GET https://www.zt-tek.com/public/images/return-ico.png "HTTP/1.1 200 OK"
12:44:53 [httpx] HTTP Request: GET http://www.calb-tech.com/news/337.html "HTTP/1.1 301 Moved Permanently"
12:44:53 [httpx] HTTP Request: GET https://www.calb-tech.com/news/337.html "HTTP/1.1 404 Not Found"
12:44:53 [patentradar.fetcher.web_fetcher] Fetch evidence failed url=http://www.calb-tech.com/news/337.html error=Client error '404 Not Found' for url 'https://www.calb-tech.com/news/337.html'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/404
12:44:54 [httpx] HTTP Request: POST https://chatgpt.com/backend-api/codex/responses "HTTP/1.1 200 OK"
12:44:54 [httpx] HTTP Request: GET http://news.hqsxw.net/2025111486246.html "HTTP/1.1 200 OK"
12:44:54 [patentradar.llm.codex] codex prompt size=68,435 chars model=gpt-5.5
12:44:55 [httpx] HTTP Request: POST https://chatgpt.com/backend-api/codex/responses "HTTP/1.1 200 OK"
12:49:23 [patentradar.modules.full_claim_chart.pipeline] module3 candidate=P08 done total_score=100.00 claim_1_score=100.00 elapsed_ms=647461
12:49:23 [patentradar.modules.full_claim_chart.pipeline] module3 candidate=P09 start
12:49:23 [patentradar.llm.codex] codex prompt size=21,698 chars model=gpt-5.5
12:49:24 [httpx] HTTP Request: POST https://chatgpt.com/backend-api/codex/responses "HTTP/1.1 200 OK"
12:49:40 [patentradar.modules.full_claim_chart.pipeline] module3 candidate=P01 done total_score=100.00 claim_1_score=100.00 elapsed_ms=663777
12:49:40 [patentradar.modules.full_claim_chart.pipeline] module3 candidate=P07 start
12:49:40 [patentradar.llm.codex] codex prompt size=22,634 chars model=gpt-5.5
12:49:41 [httpx] HTTP Request: POST https://chatgpt.com/backend-api/codex/responses "HTTP/1.1 200 OK"
12:53:06 [patentradar.modules.full_claim_chart.pipeline] module3 candidate=P09 round1 -> 28 gap queries
12:53:07 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:53:08 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Cospowers+upgraded+305Ah+cell+aluminum+casing+prismatic+LFP&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:53:13 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:53:14 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:53:17 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:53:18 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87%E7%94%B5%E6%BA%90+%E5%8D%87%E7%BA%A7%E7%89%88305Ah+%E5%82%A8%E8%83%BD%E7%94%B5%E8%8A%AF+%E9%93%9D%E5%A3%B3+%E6%96%B9%E5%BD%A2+%E4%BA%A7%E5%93%81%E8%AE%A4%E8%AF%81&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:53:20 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:53:22 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:53:24 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:53:25 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87+305Ah+%E5%8D%87%E7%BA%A7%E7%89%88+%E7%94%B5%E8%8A%AF+%E5%A4%96%E8%A7%82+%E9%A1%B6%E7%9B%96+%E9%93%9D%E5%A3%B3+%E5%9B%BE%E7%89%87&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:53:31 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:53:33 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:53:34 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:53:35 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87%E7%94%B5%E6%BA%90+%E5%8D%87%E7%BA%A7%E7%89%88305Ah+71173+%E9%95%BF%E8%96%84%E7%9F%AD%E5%88%80+%E5%A4%96%E5%BD%A2%E5%B0%BA%E5%AF%B8+%E5%9B%BE&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:53:39 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:53:40 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:53:41 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:53:42 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Cospowers+305Ah+upgraded+cell+drawing+dimensions+71173&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:53:45 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:53:46 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:53:47 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:53:48 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87%E7%94%B5%E6%BA%90+305Ah%E5%8D%87%E7%BA%A7%E7%89%88+%E7%94%B5%E8%8A%AF+%E5%B0%BA%E5%AF%B8%E5%9B%BE+%E9%95%BF%E5%AE%BD%E5%8E%9A&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:53:51 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:53:53 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:53:54 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:53:54 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87+%E7%AC%AC%E4%B8%80%E4%BB%A3305Ah+71173+%E7%94%B5%E8%8A%AF+%E5%B0%BA%E5%AF%B8+71+173+%E5%8D%87%E7%BA%A7%E7%89%88+%E9%95%BF%E5%BA%A6%E7%BF%BB%E5%80%8D+%E5%8E%9A%E5%BA%A6%E5%87%8F%E5%8D%8A&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:53:58 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:53:59 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:04 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:05 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87%E7%94%B5%E6%BA%90+%E5%8D%87%E7%BA%A7%E7%89%88305Ah+%E7%94%B5%E8%8A%AF+%E4%BD%93%E7%A7%AF+%E9%95%BF%E5%AE%BD%E9%AB%98&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:08 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:10 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:11 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:12 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Cospowers+305Ah+upgraded+ESS+cell+size+71+173+400&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:17 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:18 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:19 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:20 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87+%E5%8D%87%E7%BA%A7%E7%89%88305Ah+%E6%A0%87%E7%A7%B0%E7%94%B5%E5%8E%8B+3.2V+%E8%83%BD%E9%87%8FWh+%E5%B0%BA%E5%AF%B8&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:24 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:25 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:28 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:29 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Cospowers+upgraded+305Ah+nominal+voltage+energy+Wh+dimensions&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:29 [patentradar.modules.full_claim_chart.pipeline] module3 candidate=P07 round1 -> 29 gap queries
12:54:31 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:32 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:32 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:33 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=L600+%E5%90%AF%E6%99%A8+%E7%94%B5%E8%8A%AF+%E5%A4%96%E5%A3%B3+%E7%BB%93%E6%9E%84+%E9%93%9D%E5%A3%B3+%E6%96%B9%E5%BD%A2+%E5%9B%BE%E7%89%87&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:34 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:35 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87%E7%94%B5%E6%BA%90+305Ah+%E5%8D%87%E7%BA%A7%E7%89%88+%E5%82%A8%E8%83%BD%E7%94%B5%E8%8A%AF+%E5%8F%82%E6%95%B0%E8%A1%A8+%E6%A0%87%E7%A7%B0%E7%94%B5%E5%8E%8B+%E5%B0%BA%E5%AF%B8&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:37 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:37 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:38 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:39 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:40 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:40 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87%E7%94%B5%E6%BA%90+%E5%8D%87%E7%BA%A7%E7%89%88305Ah+%E7%9F%AD%E5%88%80+%E9%95%BF%E5%BA%A6%E7%BF%BB%E5%80%8D+%E5%85%B7%E4%BD%93%E9%95%BF%E5%BA%A6+mm&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:41 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:42 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E5%9B%BD%E8%BD%A9%E5%90%AF%E6%99%A8+L600+%E7%A3%B7%E9%85%B8%E9%94%B0%E9%93%81%E9%94%82+%E7%94%B5%E8%8A%AF+%E5%AE%9E%E7%89%A9%E5%9B%BE+%E6%96%B9%E5%A3%B3&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:44 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:45 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:45 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:46 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:47 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:47 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87+305Ah+%E5%8D%87%E7%BA%A7%E7%89%88+%E9%95%BF%E8%96%84+%E7%94%B5%E8%8A%AF+%E9%95%BF%E5%BA%A6+400+500+600+mm&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:48 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:49 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Gotion+Astroinno+L600+LMFP+cell+casing+prismatic+photo&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:51 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:52 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:52 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:53 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:53 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:54 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Cospowers+upgraded+305Ah+long+blade+cell+length+mm&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:54 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:54:55 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=L600+%E5%90%AF%E6%99%A8+223Ah+%E7%94%B5%E8%8A%AF+%E9%95%BF%E5%AE%BD%E9%AB%98+%E5%B0%BA%E5%AF%B8+600&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:54:56 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:57 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:54:58 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:54:58 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:00 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:00 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:01 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87+%E5%8D%87%E7%BA%A7%E7%89%88305Ah+%E7%94%B5%E8%8A%AF+%E9%95%BF%E5%AE%BD%E5%8E%9A+%E8%A1%A8%E9%9D%A2%E7%A7%AF+305Ah&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:01 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E5%9B%BD%E8%BD%A9%E9%AB%98%E7%A7%91+L600+%E5%90%AF%E6%99%A8+%E7%94%B5%E8%8A%AF+%E4%BA%A7%E5%93%81%E6%89%8B%E5%86%8C+%E9%95%BF%E5%BA%A6+%E5%AE%BD%E5%BA%A6+%E5%8E%9A%E5%BA%A6&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:04 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:05 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:05 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:06 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:06 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:07 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Gotion+Astroinno+L600+223Ah+cell+dimensions+length+width+thickness&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:08 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:09 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Cospowers+305Ah+upgraded+cell+mechanical+dimensions+L+W+T&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:10 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:11 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:12 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:12 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:13 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:13 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=L600+%E5%90%AF%E6%99%A8+%E7%94%B5%E8%8A%AF+%E5%8E%9A%E5%BA%A6+%E4%BD%93%E7%A7%AF+%E4%BD%93%E7%A7%AF%E8%83%BD%E9%87%8F%E5%AF%86%E5%BA%A6+525Wh%2FL&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:14 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:15 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87%E7%94%B5%E6%BA%90+%E5%8D%87%E7%BA%A7%E7%89%88305Ah+CAD+%E5%9B%BE%E7%BA%B8+%E9%95%BF%E5%AE%BD%E5%8E%9A&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:17 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:18 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:19 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:19 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:20 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:21 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:21 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E5%9B%BD%E8%BD%A9+L600+%E5%90%AF%E6%99%A8+%E7%94%B5%E8%8A%AF+223Ah+%E6%A0%87%E7%A7%B0%E7%94%B5%E5%8E%8B+%E5%87%A0%E4%BD%95%E4%BD%93%E7%A7%AF&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:22 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87+%E5%8D%87%E7%BA%A7%E7%89%88305Ah+%E7%94%B5%E8%8A%AF+%E9%95%BF%E5%BA%A6+%E8%83%BD%E9%87%8FWh+L%2FE+%E5%8F%82%E6%95%B0&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:23 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:25 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:26 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:27 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:28 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:29 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Cospowers+upgraded+305Ah+length+energy+Wh+ratio+specifications&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:29 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:30 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Gotion+L600+Astroinno+525+Wh%2FL+cell+thickness+volume+dimensions&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:31 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:32 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:32 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:33 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:34 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:35 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:35 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87+305Ah+%E5%8D%87%E7%BA%A7%E7%89%88+%E9%95%BF%E5%BA%A6%E6%98%AF%E5%90%A6%E5%B0%8F%E4%BA%8E1500mm+%E5%B0%BA%E5%AF%B8%E5%9B%BE&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:35 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=L600%E5%90%AF%E6%99%A8+%E7%94%B5%E8%8A%AF+%E6%A0%87%E7%A7%B0%E7%94%B5%E5%8E%8B+Wh+%E9%95%BF%E5%AE%BD%E5%8E%9A+%E8%A1%A8%E9%9D%A2%E7%A7%AF&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:38 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:39 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:40 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:41 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:41 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:42 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E6%98%86%E5%AE%87+%E5%8D%87%E7%BA%A7%E7%89%88305Ah+%E7%9F%AD%E5%88%80+%E7%94%B5%E8%8A%AF+PACK+%E6%A8%AA%E7%BD%AE+%E5%AE%89%E8%A3%85%E6%96%B9%E5%90%91+%E5%AE%BD%E5%BA%A6%E6%96%B9%E5%90%91+%E7%AB%96%E7%9B%B4&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:44 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:44 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=%E5%9B%BD%E8%BD%A9+%E5%90%AF%E6%99%A8+L600+LMFP+%E7%94%B5%E8%8A%AF+%E9%A2%9D%E5%AE%9A%E7%94%B5%E5%8E%8B+223Ah+%E5%B0%BA%E5%AF%B8&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:47 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:48 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:49 [httpx] HTTP Request: POST https://api.tavily.com/search "HTTP/1.1 200 OK"
12:55:50 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
12:55:50 [httpx] HTTP Request: POST https://api.exa.ai/search "HTTP/1.1 200 OK"
12:55:51 [httpx] HTTP Request: GET https://api.search.brave.com/res/v1/web/search?q=Gotion+Astroinno+Qichen+L600+nominal+voltage+223Ah+dimensions&count=4&country=CN&search_lang=zh-hans "HTTP/1.1 200 OK"
12:55:52 [httpx] HTTP Request: POST https://api.bochaai.com/v1/web-search "HTTP/1.1 200 "
